order_id,restaurant_name,customer_id,cost_of_the_order,rating,delivery_time,day_of_the_week,cuisine_type,restaurant_id
1477575,Cafe Mogador,367800,14.12,0.0,24,Weekend,Middle Eastern,21
1477780,TAO,303409,12.18,0.0,24,Weekend,Japanese,28
1477726,Osteria Morini,268958,19.45,0.0,29,Weekend,Italian,46
1477703,Momoya,121681,11.59,5.0,21,Weekend,Japanese,59
1476631,Nobu Next Door,57263,9.22,0.0,23,Weekend,Japanese,45
1476822,Empanada Mama (closed),284256,12.13,5.0,22,Weekend,Mexican,12
1477869,Shake Shack,125854,15.76,4.0,27,Weekend,American,15
1478245,Junoon,52832,29.49,5.0,17,Weekend,Indian,121
1477250,Nobu Next Door,41409,19.35,4.0,30,Weekend,Japanese,45
1477591,Shake Shack,97806,31.43,0.0,19,Weekend,American,15
1477840,Blue Ribbon Sushi,35309,19.4,5.0,25,Weekend,Japanese,18
1477613,Blue Ribbon Sushi,186473,11.69,0.0,29,Weekend,Japanese,18
1477129,Han Dynasty,52832,19.3,0.0,21,Weekend,Chinese,49
1476670,The Meatball Shop,355970,7.61,3.0,26,Weekend,Italian,7
1478155,The Meatball Shop,5693,8.3,0.0,32,Weekday,Italian,7
1477928,RedFarm Hudson,70709,25.17,0.0,17,Weekend,Chinese,17
1478233,TAO,264707,12.08,3.0,26,Weekday,Japanese,28
1477622,The Meatball Shop,84087,12.71,5.0,33,Weekday,Italian,7
1478130,The Meatball Shop,114410,12.18,0.0,16,Weekend,Italian,7
1477698,Parm,60835,29.35,5.0,17,Weekend,Italian,29
1478080,Five Guys Burgers and Fries,312853,25.27,5.0,29,Weekend,American,19
1477533,Xi'an Famous Foods,236739,8.54,5.0,30,Weekend,Chinese,52
1476729,Han Dynasty,396481,29.15,0.0,15,Weekend,Chinese,49
1477980,Blue Ribbon Sushi,385150,17.85,0.0,18,Weekend,Japanese,18
1478019,Blue Ribbon Sushi Izakaya,106006,16.1,3.0,28,Weekend,Japanese,2
1477505,The Kati Roll Company,399832,14.07,5.0,20,Weekend,Indian,25
1477204,Shake Shack,376578,15.57,4.0,25,Weekday,American,15
1477988,Parm,82041,16.44,4.0,22,Weekend,Italian,29
1478345,Cafe de La Esquina,365871,16.06,5.0,21,Weekend,Mexican,152
1478413,Olive Garden,318689,6.74,5.0,19,Weekend,Italian,153
1476639,Blue Ribbon Fried Chicken,399172,14.07,0.0,31,Weekday,American,4
1477985,Cho Dang Gol,325272,12.13,4.0,16,Weekend,Korean,126
1477198,The Meatball Shop,86449,8.54,3.0,15,Weekend,Italian,7
1476973,Cafeteria,101746,11.59,0.0,19,Weekend,American,34
1477961,Jack's Wife Freda,167738,31.43,5.0,20,Weekend,Mediterranean,39
1477092,Benihana,144851,16.11,0.0,29,Weekend,Japanese,48
1477866,Blue Ribbon Sushi,44706,9.41,5.0,18,Weekend,Japanese,18
1478041,67 Burger,96456,29.05,5.0,28,Weekday,American,154
1477860,RedFarm Broadway,209179,5.87,4.0,22,Weekend,Chinese,33
1478232,Blue Ribbon Sushi Bar & Grill,77371,12.18,4.0,15,Weekend,Japanese,42
1477023,Boqueria,99288,12.13,0.0,28,Weekday,Spanish,63
1477455,Rubirosa,38336,16.2,4.0,27,Weekend,Italian,53
1477709,Blue Ribbon Sushi,110461,5.97,3.0,30,Weekend,Japanese,18
1477263,Shake Shack,291667,12.23,5.0,25,Weekday,American,15
1477242,Blue Ribbon Sushi,63890,14.12,5.0,33,Weekday,Japanese,18
1476788,Parm,310706,6.74,5.0,30,Weekday,Italian,29
1477783,RedFarm Broadway,73895,19.4,5.0,25,Weekend,Chinese,33
1478231,Blue Ribbon Fried Chicken,141732,12.13,0.0,29,Weekend,American,4
1476798,Burger Joint,110858,14.16,4.0,28,Weekend,American,97
1477432,Yama Japanese Restaurant,345798,12.13,0.0,26,Weekend,Japanese,58
1478044,Jack's Wife Freda,354719,31.38,0.0,18,Weekend,Mediterranean,39
1477789,Sushi Samba,185355,22.85,5.0,32,Weekday,Japanese,30
1477736,Westville Hudson,361701,32.93,5.0,20,Weekend,American,43
1478235,The Meatball Shop,114234,19.4,0.0,16,Weekend,Italian,7
1478156,Shake Shack,41968,8.1,0.0,24,Weekend,American,15
1478262,Melt Shop,48851,9.02,0.0,24,Weekday,American,103
1476554,Shake Shack,368663,9.12,0.0,19,Weekend,American,15
1476787,TAO,78887,6.69,4.0,25,Weekday,Japanese,28
1476744,Serafina Fabulous Pizza,71743,16.88,0.0,27,Weekend,Italian,117
1476951,Waverly Diner,331143,16.3,3.0,25,Weekday,American,83
1477429,Five Guys Burgers and Fries,252965,9.27,4.0,25,Weekend,American,19
1476986,TAO,298794,15.86,4.0,17,Weekend,Japanese,28
1477441,Blue Ribbon Sushi,275689,12.23,0.0,24,Weekend,Japanese,18
1477667,Balthazar Boulangerie,106478,12.13,5.0,24,Weekend,French,61
1476583,Bareburger,62929,17.03,5.0,21,Weekend,American,55
1478030,Bareburger,131093,13.77,3.0,29,Weekend,American,55
1478373,V-Nam Cafe,40808,6.01,3.0,31,Weekday,Vietnamese,135
1477634,Blue Ribbon Sushi Bar & Grill,387227,29.25,0.0,29,Weekday,Japanese,42
1476591,Blue Ribbon Sushi,128224,16.1,3.0,17,Weekend,Japanese,18
1476704,RedFarm Hudson,325285,5.73,0.0,25,Weekday,Chinese,17
1478216,Shake Shack,142619,6.07,4.0,19,Weekend,American,15
1478066,RedFarm Hudson,156218,15.23,5.0,16,Weekend,Chinese,17
1477626,Parm,122802,9.17,0.0,17,Weekend,Italian,29
1476861,Tamarind TriBeCa,94700,29.15,3.0,22,Weekend,Indian,6
1476899,Shake Shack,335155,29.05,4.0,16,Weekend,American,15
1478248,Han Dynasty,113926,33.03,5.0,32,Weekday,Chinese,49
1477827,Blue Ribbon Sushi Izakaya,65009,8.83,5.0,27,Weekday,Japanese,2
1477227,Bareburger,373689,6.74,0.0,29,Weekend,American,55
1478034,Sushi of Gari Tribeca,77786,17.03,0.0,22,Weekend,Japanese,96
1478181,Benihana,97079,25.22,4.0,27,Weekday,Japanese,48
1477489,Tres Carnes,14869,9.17,4.0,30,Weekend,Mexican,155
1476804,Schnipper's Quality Kitchen,113477,12.18,0.0,22,Weekend,American,156
1478004,Parm,54540,12.18,0.0,16,Weekend,Italian,29
1477650,Shake Shack,284835,15.57,5.0,17,Weekend,American,15
1478069,Lucky's Famous Burgers,130521,12.13,5.0,30,Weekday,American,14
1477175,Blue Ribbon Fried Chicken,47235,14.6,3.0,27,Weekend,American,4
1477943,Sushi of Gari 46,294478,11.84,0.0,24,Weekend,Japanese,24
1477467,Sushi of Gari,164005,14.07,0.0,26,Weekend,Japanese,16
1477474,Go! Go! Curry!,357761,33.03,0.0,15,Weekend,Japanese,138
1477996,Shake Shack,82041,8.1,5.0,27,Weekend,American,15
1477782,Dirty Bird to Go,275689,12.18,0.0,24,Weekday,American,5
1477527,Parm,120353,5.72,4.0,27,Weekend,Italian,29
1476837,Nha Trang One,147468,15.67,3.0,24,Weekday,Vietnamese,157
1477686,Nobu Next Door,105837,12.18,4.0,20,Weekend,Japanese,45
1476795,Shake Shack,103970,16.2,0.0,21,Weekend,American,15
1477599,Market Table,60270,6.79,0.0,17,Weekend,American,158
1477564,Sushi Samba,378820,12.61,5.0,29,Weekend,Japanese,30
1476733,TAO,264707,32.93,0.0,16,Weekend,Japanese,28
1477753,Sushi of Gari Tribeca,65306,14.79,0.0,24,Weekend,Japanese,96
1476825,Otto Enoteca Pizzeria,143866,24.2,0.0,15,Weekend,Italian,22
1478010,Parm,49987,6.69,5.0,28,Weekend,Italian,29
1477113,Hill Country Fried Chicken,6987,12.23,4.0,29,Weekday,Southern,37
1476549,Tamarind TriBeCa,75169,6.74,5.0,26,Weekend,Indian,6
1476676,Blue Ribbon Sushi,186473,16.06,0.0,33,Weekday,Japanese,18
1477595,Blue Ribbon Fried Chicken,370337,12.23,0.0,20,Weekend,American,4
1477618,Asuka Sushi,184325,22.8,0.0,28,Weekend,Japanese,146
1477911,Sushi of Gari Tribeca,65306,12.18,5.0,19,Weekend,Japanese,96
1476630,Five Leaves,182252,9.17,4.0,23,Weekend,American,65
1477546,Shake Shack,67162,14.07,4.0,28,Weekday,American,15
1477320,Blue Ribbon Fried Chicken,397261,14.84,5.0,25,Weekend,American,4
1477084,Shake Shack,283051,6.69,5.0,32,Weekday,American,15
1476726,Hatsuhana,41907,14.07,0.0,17,Weekend,Japanese,81
1478427,Pylos,86806,14.12,4.0,24,Weekday,Mediterranean,13
1476743,Blue Ribbon Sushi,183520,6.69,0.0,26,Weekend,Japanese,18
1478238,Shake Shack,59314,13.58,0.0,24,Weekend,American,15
1476695,Blue Ribbon Fried Chicken,68300,33.18,0.0,20,Weekend,American,4
1476573,Haveli Indian Restaurant,370405,29.1,3.0,24,Weekday,Indian,93
1478323,Westville Hudson,354948,24.25,0.0,21,Weekend,American,43
1477735,Blue Ribbon Fried Chicken,302769,29.05,5.0,20,Weekend,American,4
1477674,Rubirosa,334372,6.55,0.0,15,Weekend,Italian,53
1478006,Blue Ribbon Sushi,42781,24.3,0.0,26,Weekday,Japanese,18
1478033,Rubirosa,67748,19.4,4.0,16,Weekend,Italian,53
1478186,Shake Shack,302923,20.52,3.0,15,Weekend,American,15
1477776,Tamarind TriBeCa,115213,29.39,5.0,25,Weekend,Indian,6
1478312,Han Dynasty,398952,13.78,5.0,20,Weekend,Chinese,49
1477757,Shake Shack,60688,14.12,0.0,30,Weekend,American,15
1477291,The Kati Roll Company,198194,19.4,5.0,30,Weekday,Indian,25
1478168,Blue Ribbon Fried Chicken,78879,19.4,4.0,21,Weekend,American,4
1477269,Sushi Samba,255697,6.84,5.0,20,Weekend,Japanese,30
1477896,Pepe Rosso To Go,42052,22.8,5.0,24,Weekend,Italian,72
1477507,Shake Shack,146588,19.4,5.0,27,Weekend,American,15
1478271,RedFarm Hudson,347181,14.12,5.0,24,Weekend,Chinese,17
1477853,Junoon,115213,28.62,5.0,32,Weekday,Indian,121
1477001,Blue Ribbon Sushi,318451,29.25,0.0,27,Weekend,Japanese,18
1476948,Vanessa's Dumpling House,86421,9.65,5.0,22,Weekend,Chinese,89
1478347,Blue Ribbon Fried Chicken,251817,15.71,3.0,25,Weekend,American,4
1478098,Sushi of Gari 46,132906,12.13,0.0,33,Weekday,Japanese,24
1477457,Shake Shack,92806,15.18,5.0,33,Weekday,American,15
1477393,Parm,79849,22.36,4.0,30,Weekend,Italian,29
1476956,Saravanaa Bhavan,55220,12.13,0.0,26,Weekday,Indian,106
1477653,Shake Shack,142619,12.13,5.0,26,Weekend,American,15
1477261,Sushi of Gari,76938,31.43,0.0,27,Weekend,Japanese,16
1478127,Blue Ribbon Fried Chicken,78879,20.18,3.0,20,Weekend,American,4
1476556,ilili Restaurant,301380,16.3,4.0,16,Weekend,Middle Eastern,87
1477280,RedFarm Broadway,377274,14.07,3.0,17,Weekend,Chinese,33
1477968,Sushi of Gari,350083,6.69,4.0,16,Weekend,Japanese,16
1476784,Han Dynasty,105385,24.2,5.0,15,Weekend,Chinese,49
1478255,Shake Shack,382076,6.69,0.0,29,Weekday,American,15
1478224,ilili Restaurant,74048,9.56,0.0,27,Weekend,Middle Eastern,87
1476672,Han Dynasty,105385,8.54,4.0,15,Weekend,Chinese,49
1478240,Rubirosa,44367,24.2,4.0,16,Weekend,Italian,53
1477864,Dos Caminos,81166,8.1,0.0,26,Weekday,Mexican,94
1476869,Blue Ribbon Fried Chicken,241356,19.35,0.0,24,Weekday,American,4
1476886,Cafe Mogador,320088,13.68,4.0,18,Weekend,Middle Eastern,21
1478101,TAO,105068,13.97,5.0,25,Weekend,Japanese,28
1476712,Blue Ribbon Sushi,385150,9.75,5.0,27,Weekday,Japanese,18
1477083,Tamarind TriBeCa,308517,6.74,4.0,17,Weekend,Indian,6
1478164,Cho Dang Gol,138024,11.84,5.0,16,Weekend,Korean,126
1477390,Five Guys Burgers and Fries,199049,16.05,4.0,18,Weekend,American,19
1478273,Blue Ribbon Sushi Izakaya,65009,12.23,0.0,23,Weekend,Japanese,2
1476900,Sarabeth's,240014,32.93,4.0,33,Weekday,American,148
1477060,Empanada Mama (closed),94152,14.21,0.0,25,Weekend,Mexican,12
1477697,Momoya,362685,29.1,4.0,29,Weekday,Japanese,59
1477833,Shake Shack,27609,15.57,0.0,30,Weekday,American,15
1477295,Sushi of Gari 46,140530,12.13,0.0,29,Weekend,Japanese,24
1476655,Blue Ribbon Fried Chicken,91817,29.15,4.0,17,Weekend,American,4
1477585,Burger Joint,350410,11.98,0.0,17,Weekend,American,97
1478175,Sarabeth's,349676,29.3,5.0,17,Weekend,American,148
1477982,Go! Go! Curry!,39421,14.02,4.0,27,Weekday,Japanese,138
1476697,The Meatball Shop,46219,32.93,3.0,16,Weekend,Italian,7
1477053,Five Guys Burgers and Fries,398489,14.07,0.0,26,Weekday,American,19
1477152,Sushi of Gari 46,92364,25.17,0.0,27,Weekend,Japanese,24
1478308,Galli Restaurant,358158,16.06,5.0,16,Weekend,Italian,159
1478028,Shake Shack,44594,24.25,5.0,28,Weekend,American,15
1477555,V-Nam Cafe,361497,12.13,4.0,26,Weekend,Vietnamese,135
1478137,Izakaya Ten,209418,13.05,3.0,23,Weekend,Japanese,140
1477803,Room Service,165110,12.23,0.0,16,Weekend,Thai,98
1476771,P.J. Clarke's,365225,12.18,5.0,24,Weekday,American,85
1478362,The Meatball Shop,134152,29.1,5.0,33,Weekday,Italian,7
1476722,Kanoyama,328551,12.81,5.0,24,Weekend,Japanese,134
1477503,Westville Hudson,99621,24.3,0.0,15,Weekend,American,43
1478126,Parm,113972,14.79,0.0,29,Weekend,Italian,29
1478076,Sarabeth's East,96800,29.3,0.0,20,Weekend,American,36
1477350,Blue Ribbon Fried Chicken,59095,8.93,5.0,30,Weekday,American,4
1478111,Blue Ribbon Sushi,366954,12.23,4.0,22,Weekend,Japanese,18
1477976,RedFarm Broadway,69348,16.1,5.0,27,Weekend,Chinese,33
1477439,Five Guys Burgers and Fries,113926,12.08,0.0,27,Weekday,American,19
1477469,Cafe Mogador,96943,24.25,0.0,22,Weekend,Middle Eastern,21
1478314,Yama Japanese Restaurant,338599,12.18,0.0,25,Weekday,Japanese,58
1476641,brgr,57943,14.07,0.0,24,Weekend,American,144
1478194,Shake Shack,67937,15.52,5.0,17,Weekend,American,15
1477293,The Meatball Shop,316402,12.13,0.0,23,Weekend,Italian,7
1477884,Parm,348096,29.44,4.0,24,Weekend,Italian,29
1477351,Sushi of Gari Tribeca,150577,8.63,5.0,17,Weekend,Japanese,96
1476907,Nobu Next Door,87006,5.67,5.0,25,Weekday,Japanese,45
1477817,Sushi of Gari 46,335897,12.18,4.0,27,Weekday,Japanese,24
1477408,Hampton Chutney Co.,125542,12.37,4.0,20,Weekend,Thai,160
1477953,The Meatball Shop,39334,19.35,4.0,25,Weekend,Italian,7
1477924,The Meatball Shop,288808,32.98,5.0,27,Weekday,Italian,7
1477995,Momoya,140477,8.1,0.0,27,Weekend,Japanese,59
1476709,Nobu Next Door,105837,11.11,0.0,30,Weekend,Japanese,45
1478188,The Meatball Shop,99288,12.56,0.0,22,Weekend,Italian,7
1477153,Parm,120353,25.27,0.0,27,Weekday,Italian,29
1477802,The Meatball Shop,85091,12.13,4.0,25,Weekend,Italian,7
1477715,Jack's Wife Freda,217363,9.41,5.0,15,Weekend,Mediterranean,39
1478263,Blue Ribbon Fried Chicken,201535,9.51,0.0,29,Weekday,American,4
1477669,Byblos Restaurant,260844,25.27,3.0,16,Weekend,Middle Eastern,161
1478187,Blue Ribbon Sushi,111411,12.56,0.0,20,Weekend,Japanese,18
1476559,Bareburger,47440,15.57,4.0,28,Weekday,American,55
1477464,TAO,320187,19.35,0.0,22,Weekend,Japanese,28
1477143,The Smile,165695,29.1,0.0,16,Weekend,American,88
1476683,Burger Joint,263075,12.23,0.0,27,Weekday,American,97
1477358,Boqueria,83287,14.5,0.0,29,Weekend,Spanish,63
1478149,Shake Shack,303548,25.22,3.0,25,Weekend,American,15
1477761,Blue Ribbon Sushi,123977,24.35,5.0,22,Weekend,Japanese,18
1478311,Blue Ribbon Fried Chicken,326505,21.29,5.0,29,Weekend,American,4
1477956,Lantern Thai Kitchen,177078,9.46,5.0,19,Weekend,Thai,86
1476925,The Meatball Shop,354719,14.02,5.0,32,Weekday,Italian,7
1476950,P.J. Clarke's,270444,15.96,0.0,18,Weekend,American,85
1477363,Blue Ribbon Sushi,51675,19.4,0.0,24,Weekday,Japanese,18
1476832,Donburi-ya,385191,12.37,5.0,17,Weekend,Japanese,80
1476681,Parm,68258,12.13,4.0,31,Weekday,Italian,29
1478100,Balthazar Boulangerie,62667,21.93,0.0,20,Weekend,French,61
1478218,Izakaya Ten,209418,6.02,0.0,19,Weekend,Japanese,140
1477655,Empanada Mama (closed),96666,19.35,5.0,22,Weekend,Mexican,12
1477553,L'Express,52037,22.02,0.0,27,Weekday,French,73
1477957,TAO,285937,8.0,4.0,24,Weekday,Japanese,28
1476692,Nobu Next Door,175327,29.1,3.0,27,Weekday,Japanese,45
1478172,Sushi Samba,125123,12.95,0.0,21,Weekend,Japanese,30
1476836,Blue Ribbon Sushi Bar & Grill,68551,16.1,0.0,27,Weekend,Japanese,42
1477009,Blue Ribbon Fried Chicken,396815,5.73,0.0,16,Weekend,American,4
1477510,Han Dynasty,231061,8.1,5.0,26,Weekend,Chinese,49
1477954,Tamarind TriBeCa,130237,16.98,5.0,17,Weekend,Indian,6
1476609,Shake Shack,48677,8.34,0.0,28,Weekend,American,15
1476785,Blue Ribbon Sushi,78939,24.25,0.0,25,Weekday,Japanese,18
1477182,Song Thai Restaurant & Bar,383826,29.2,5.0,28,Weekend,Thai,64
1477979,S'MAC,201438,14.55,0.0,29,Weekend,American,76
1477304,The Meatball Shop,88406,24.2,4.0,30,Weekday,Italian,7
1476823,Blue Ribbon Sushi,60039,12.13,0.0,29,Weekday,Japanese,18
1478434,J. G. Melon,40500,19.45,5.0,15,Weekend,American,104
1477411,Hummus Place,143721,9.75,5.0,28,Weekend,Middle Eastern,105
1477720,Empanada Mama (closed),215219,19.98,4.0,32,Weekday,Mexican,12
1476638,Blue Ribbon Sushi Bar & Grill,46696,11.88,5.0,17,Weekend,Japanese,42
1478411,RedFarm Broadway,361846,6.69,0.0,24,Weekend,Chinese,33
1477166,RedFarm Hudson,402215,21.29,4.0,25,Weekend,Chinese,17
1477338,Hill Country Fried Chicken,81110,11.64,4.0,21,Weekend,Southern,37
1477003,Bareburger,120833,32.93,0.0,24,Weekend,American,55
1477565,Blue Ribbon Fried Chicken,65009,12.56,5.0,27,Weekday,American,4
1477842,RedFarm Broadway,299221,14.07,0.0,33,Weekday,Chinese,33
1478328,Rubirosa,58898,33.03,5.0,28,Weekend,Italian,53
1477289,Cafe Mogador,72322,12.95,3.0,20,Weekend,Middle Eastern,21
1478146,Shake Shack,207281,12.27,5.0,28,Weekend,American,15
1476662,Tamarind TriBeCa,115213,12.18,5.0,20,Weekend,Indian,6
1476991,The Meatball Shop,81828,12.08,3.0,19,Weekend,Italian,7
1477433,Dickson's Farmstand Meats,283331,12.18,5.0,20,Weekend,American,115
1478250,Blue Ribbon Sushi,369272,12.22,0.0,28,Weekend,Japanese,18
1478239,Shake Shack,400390,12.95,4.0,26,Weekend,American,15
1477370,Sushi of Gari 46,89889,29.1,5.0,30,Weekday,Japanese,24
1477580,Chipotle Mexican Grill $1.99 Delivery,79849,15.23,0.0,21,Weekend,Mexican,32
1478091,Blue Ribbon Sushi Bar & Grill,369272,15.81,0.0,29,Weekday,Japanese,42
1477795,RedFarm Broadway,169478,15.96,4.0,33,Weekday,Chinese,33
1477903,Bareburger,47440,16.25,0.0,28,Weekend,American,55
1478439,TAO,48444,8.54,4.0,23,Weekend,Japanese,28
1476731,TAO,94480,29.1,0.0,23,Weekend,Japanese,28
1476827,Blue Ribbon Sushi,148649,6.74,0.0,27,Weekend,Japanese,18
1476777,Blue Ribbon Sushi,69749,31.38,0.0,27,Weekend,Japanese,18
1478027,Parm,41907,22.75,0.0,27,Weekday,Italian,29
1476811,Barbounia,47386,16.93,5.0,18,Weekend,Mediterranean,8
1477184,Rubirosa,108659,32.98,0.0,30,Weekend,Italian,53
1477119,Shake Shack,47594,5.82,0.0,29,Weekday,American,15
1478021,Blue Ribbon Sushi Bar & Grill,97991,22.26,0.0,26,Weekday,Japanese,42
1476990,Mission Cantina,301032,15.57,5.0,28,Weekend,Mexican,51
1478329,Tres Carnes,116992,33.32,4.0,33,Weekday,Mexican,155
1478385,Blue Ribbon Fried Chicken,250494,21.34,5.0,21,Weekend,American,4
1477300,The Meatball Shop,232359,31.43,4.0,21,Weekend,Italian,7
1477275,Sushi of Gari 46,58088,9.22,4.0,28,Weekend,Japanese,24
1477994,Momoya,127130,9.55,5.0,26,Weekend,Japanese,59
1477123,The Smile,270525,8.59,4.0,29,Weekend,American,88
1476758,Schnipper's Quality Kitchen,120504,14.02,5.0,16,Weekend,American,156
1477940,Joe's Shanghai _Àü£¾÷´,42274,16.15,3.0,20,Weekend,Chinese,54
1477089,RedFarm Broadway,398930,8.97,0.0,16,Weekend,Chinese,33
1476587,TAO,355713,9.22,5.0,25,Weekend,Japanese,28
1478015,Nobu Next Door,364714,8.97,0.0,31,Weekday,Japanese,45
1478023,Nobu Next Door,243910,14.12,3.0,19,Weekend,Japanese,45
1476766,Shake Shack,45837,19.35,4.0,29,Weekend,American,15
1477347,Shake Shack,66636,20.52,0.0,26,Weekend,American,15
1478339,Vanessa's Dumpling House,35643,18.43,5.0,28,Weekend,Chinese,89
1477647,Yama Japanese Restaurant,359228,9.27,0.0,29,Weekend,Japanese,58
1477478,Parm,140757,12.47,0.0,24,Weekend,Italian,29
1477180,Chipotle Mexican Grill $1.99 Delivery,154339,29.15,0.0,24,Weekday,Mexican,32
1478110,Shake Shack,250494,12.18,0.0,16,Weekend,American,15
1476632,Westville Hudson,120385,9.51,0.0,28,Weekend,American,43
1478352,Otto Enoteca Pizzeria,142192,12.18,5.0,20,Weekend,Italian,22
1477079,Jack's Wife Freda,49086,12.13,4.0,23,Weekend,Mediterranean,39
1477384,Shake Shack,127445,6.79,4.0,30,Weekend,American,15
1477262,Blue Ribbon Fried Chicken,43636,12.08,4.0,21,Weekend,American,4
1476602,RedFarm Hudson,88078,13.92,5.0,24,Weekend,Chinese,17
1477741,The Meatball Shop,46859,6.84,0.0,18,Weekend,Italian,7
1478370,Grand Sichuan International,57638,25.27,5.0,30,Weekday,Chinese,162
1477232,Nobu Next Door,275689,9.17,0.0,15,Weekend,Japanese,45
1477444,Shake Shack,88075,24.3,4.0,30,Weekday,American,15
1478346,Shake Shack,66498,16.2,0.0,30,Weekday,American,15
1477539,Tres Carnes,152675,20.13,0.0,18,Weekend,Mexican,155
1477172,Bareburger,59749,19.35,4.0,27,Weekday,American,55
1477418,Vanessa's Dumplings,387102,14.02,4.0,24,Weekend,Chinese,77
1476937,Shake Shack,142045,22.36,0.0,25,Weekday,American,15
1477962,Big Daddy's,59703,12.08,5.0,16,Weekend,American,150
1477630,Shake Shack,355090,12.18,0.0,27,Weekday,American,15
1477497,Sarabeth's Restaurant,76942,12.27,5.0,24,Weekend,American,99
1477930,Han Dynasty,100065,6.64,0.0,29,Weekend,Chinese,49
1476778,Sushi of Gari Tribeca,276192,31.33,0.0,26,Weekday,Japanese,96
1477155,J. G. Melon,50563,6.06,4.0,27,Weekday,American,104
1478139,Shake Shack,107909,24.2,0.0,31,Weekday,American,15
1477317,Parm,61889,15.77,4.0,18,Weekend,Italian,29
1476694,Cafe Mogador,91105,29.05,4.0,30,Weekend,Middle Eastern,21
1476987,RedFarm Hudson,88078,15.96,3.0,18,Weekend,Chinese,17
1476942,Shake Shack,118975,5.72,0.0,17,Weekend,American,15
1477344,Jack's Wife Freda,99621,5.67,3.0,29,Weekday,Mediterranean,39
1477813,Byblos Restaurant,260844,24.2,0.0,20,Weekend,Middle Eastern,161
1477417,Pinto Nouveau Thai Bistro,355759,11.79,5.0,27,Weekend,Thai,66
1476671,Cafe Habana,49620,8.73,3.0,28,Weekday,Mexican,3
1477805,RedFarm Broadway,290313,21.93,0.0,22,Weekend,Chinese,33
1477305,The Meatball Shop,45846,24.2,5.0,30,Weekend,Italian,7
1477223,J. G. Melon,303548,22.26,5.0,25,Weekend,American,104
1478394,Blue Ribbon Sushi,106940,14.5,3.0,24,Weekday,Japanese,18
1477963,Blue Ribbon Fried Chicken,115519,12.23,5.0,27,Weekend,American,4
1477861,Shake Shack,125320,20.57,5.0,19,Weekend,American,15
1477201,TAO,332635,16.05,4.0,20,Weekend,Japanese,28
1478253,Parm,67345,25.27,5.0,16,Weekend,Italian,29
1476607,Sushi of Gari 46,197633,7.38,0.0,28,Weekend,Japanese,24
1477540,Blue Ribbon Sushi,341136,13.78,4.0,23,Weekend,Japanese,18
1478117,Bareburger,56642,22.85,0.0,30,Weekday,American,55
1477515,Sushi of Gari 46,95049,12.13,0.0,24,Weekend,Japanese,24
1477329,RedFarm Broadway,80737,12.9,3.0,29,Weekday,Chinese,33
1477218,Shake Shack,333216,29.49,5.0,24,Weekend,American,15
1476633,Shake Shack,137565,15.76,5.0,25,Weekend,American,15
1476776,Le Grainne Cafe,125123,29.25,5.0,24,Weekend,French,163
1477447,Han Dynasty,398952,5.82,0.0,24,Weekend,Chinese,49
1477878,Westville Hudson,62730,21.88,5.0,15,Weekend,American,43
1478122,Cafe Habana,96262,9.51,5.0,21,Weekend,Mexican,3
1476601,Vanessa's Dumplings,270789,15.09,0.0,25,Weekend,Chinese,77
1478206,Osteria Morini,108659,24.2,3.0,28,Weekday,Italian,46
1478326,Il Bambino,82901,29.25,4.0,29,Weekend,Italian,164
1477691,Parm,366327,16.44,5.0,26,Weekend,Italian,29
1477845,Blue Ribbon Sushi,127056,24.3,5.0,33,Weekday,Japanese,18
1478300,The Meatball Shop,175703,6.06,0.0,27,Weekend,Italian,7
1478147,Five Guys Burgers and Fries,372415,12.18,0.0,19,Weekend,American,19
1476719,Parm,77540,12.08,3.0,28,Weekend,Italian,29
1476765,Sushi of Gari Tribeca,147519,19.45,4.0,15,Weekend,Japanese,96
1476985,The Meatball Shop,64370,9.65,0.0,16,Weekend,Italian,7
1478317,Shake Shack,128216,19.74,4.0,32,Weekday,American,15
1477461,Kori Restaurant and Bar,241719,12.18,4.0,26,Weekday,Korean,165
1477028,RedFarm Broadway,60052,14.55,5.0,20,Weekend,Chinese,33
1477672,J. G. Melon,59742,6.07,3.0,25,Weekday,American,104
1478307,Sarabeth's Restaurant,365225,15.91,0.0,31,Weekday,American,99
1477971,DespaÌ±a,210544,16.98,0.0,22,Weekend,Spanish,166
1477225,Sushi of Gari 46,140530,25.22,0.0,28,Weekend,Japanese,24
1477146,Yama Japanese Restaurant,49793,32.93,5.0,17,Weekend,Japanese,58
1477460,The Meatball Shop,134058,12.08,5.0,25,Weekday,Italian,7
1477848,12 Chairs,276192,29.05,5.0,32,Weekday,Middle Eastern,141
1478138,Rubirosa,50323,24.3,0.0,26,Weekend,Italian,53
1476918,Blue Ribbon Sushi,135769,18.04,0.0,28,Weekend,Japanese,18
1477935,Lamarca Pasta,378482,9.22,0.0,19,Weekend,Italian,167
1477549,L'Express,297130,29.2,5.0,29,Weekend,French,73
1476932,Mission Cantina,301032,29.15,0.0,26,Weekend,Mexican,51
1477574,RedFarm Broadway,212326,12.32,0.0,27,Weekday,Chinese,33
1477596,Chipotle Mexican Grill $1.99 Delivery,334596,19.35,0.0,22,Weekend,Mexican,32
1477258,Blue Ribbon Sushi Izakaya,83287,29.1,0.0,26,Weekend,Japanese,2
1477849,P.J. Clarke's,117033,29.2,0.0,22,Weekend,American,85
